Area name,,,,,,,,,,,
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1744.jpg,10000000,"64.1417203192197 , -21.9199187903161",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1744-N%C3%BD%20glerhandri%C3%B0%20%C3%AD%20Sundh%C3%B6ll%20Reykjav%C3%ADkur.pdf,Ný glerhandrið í Sundhöll Reykjavíkur,Verkefnið felur í sér að setja upp ný glerhandrið við heitu pottana í Sundhöll Reykjavíkur.,New glass fences at Sundhöll swimming pool,The project entails installing new glass fences around the hot tubs in Sundhöll.,Nowe szklane ogrodzenia w Sundhöll Reykjavíkur,Projekt obejmuje instalację nowych szklanych ogrodzeń wokół jakuzzi z hydromasażem w Sundhöll Reykjavíkur.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1752.jpg,8000000,"64.1370239144738 , -21.9235383868825",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1752-Vegv%C3%ADsir%20%C3%AD%20undirg%C3%B6ng%20vi%C3%B0%20Snorrabraut.pdf,Vegvísir í undirgöng við Snorrabraut,Verkefnið felur í sér að setja upp vegvísi við undirgöngin við Snorrabraut og Hringbraut.,Signpost at the underpass on  Snorrabraut,The project entails installing signposts at the underpasses at Snorrabraut and Hringbraut.,Drogowskazy w przejściu podziemnym przy Snorrabraut,Projekt obejmuje zainstalowanie znaków drogowych w przejściu podziemnym przy Snorrabraut i Hringbraut.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1765.jpg,4000000,"64.14552122538959,-21.940523813995707",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1765-Andah%C3%BAs%20%C3%A1%20tj%C3%B6rnina.pdf,Andahús á tjörnina ,Verkefnið felur í sér að setja upp varphús fyrir endurnar á tjörninni.,Duck house at the pond,The project entails installing a nesting house for the ducks on the pond.,Domek dla kaczek na stawie ,Projekt obejmuje umieszczenie na stawie domku lęgowego dla kaczek.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1770.jpg,8000000,"64.14138539127296,-21.92305372546997",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1770-K%C3%B6rfuboltav%C3%B6llur%20vi%C3%B0%20Austurb%C3%A6jarsk%C3%B3la.pdf,Körfuboltavöllur við Austurbæjarskóla,Verkefnið felur í sér að setja SportCourt flísar á körfuboltavöllinn við Austurbæjarskóla.,Basketball court at Austurbæjarskóli,The project entails installing SportCourt flooring on the basketball court at Austurbæjarskóli.,Boisko do koszykówki przy szkole Austurbæjarskóli,Projekt obejmuje położenie nawierzchni SportCourt na boisku do koszykówki w Austurbæjarskóli.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1814a.jpg,10000000,"64.1442488 , -21.9245909",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1814-%C3%81ningarsta%C3%B0ur%20vi%C3%B0%20Grettisg%C3%B6tu.pdf,Áningastaður við Grettisgötu,Verkefnið felur í sér að setja upp áningarstað við Grettisgötu 30.,Rest area on Grettisgata,The project entails making a rest area at Grettisgata 30.,Miejsce do wypoczynku przy Grettisgata,Projekt obejmuje utworzenie strefy wypoczynkowej przy Grettisgata 30.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1839.jpg,27000000,"64.1212844 , -21.9304933",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1839-%C3%9Atiklefar%20%C3%AD%20Nauth%C3%B3lsv%C3%ADk.pdf,Útiklefar í Nauthólsvík,Verkefnið felur í sér að setja upp útiklefa við Ylströndina í Nauthólsvík.,Outside changing rooms at Nauthólsvík,The project entails installing outdoor changing rooms on the beach at Nauthólsvík.,Zewnętrzne przebieralnie w Nauthólsvík,Projekt obejmuje umieszczenie przebieralni przy Ylströndin w Nauthólsvík.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1843.jpg,5000000,"64.1213540209506 , -21.9292265992555",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1843-Klukka%20og%20hitam%C3%A6li%20Nauth%C3%B3lsv%C3%ADk.pdf,Klukka og hitamælir í Nauthólsvík,Verkefnið felur í sér að setja upp stóra klukku og hitamæli utanhús í Nauthólsvík. ,Clock and thermometer at Nauthólsvík,The project entails installing a large clock with a thermometer outside at Nauthólsvík.,Zegar i termometr w Nauthólsvík,Projekt obejmuje umieszczenie zewnętrznego dużego zegara i termometru w Nauthólsvík. 
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1885.jpg,6000000,"64.1343338 , -21.9290818",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1885-Bekkir%20og%20bl%C3%B3m%20%C3%A1%20Hl%C3%AD%C3%B0arenda.pdf,Bekkir og blóm á Hlíðarenda,"Verkefnið felur í sér að setja upp bekki, blóm og blómaker í Hlíðarenda hverfinu.",Benches and flowers at Hlíðarendi,"The project entails setting up benches, flowers and flower pots in the Hlíðarenda neighborhood.",Ławki i kwiaty na Hlíðarenda,"Projekt obejmuje ustawienie ławek, kwiatów i doniczek w dzielnicy Hlíðarenda."
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1887.jpg,10000000,"64.12211779849522,-21.9292984037338",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1887-%C3%86rslabelgur%20%C3%AD%20Nauth%C3%B3lsv%C3%ADk.pdf,Ærslabelgur í Nauthólsvík,Verkefnið felur í sér að setja upp ærslabelg í Nauthólsvík.,Jumping pillow at Nauthólsvík,The project entails installing a jumping pillow at Nauthólsvík.,Poducha dmuchana w Nauthólsvík,Projekt obejmuje instalację poduchy dmuchanej w Nauthólsvík
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1913.jpg,12000000,"64.14512029823614, -21.92147787942079",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1913-%C3%96rugg%20hj%C3%B3last%C3%A6%C3%B0i%20%C3%AD%20b%C3%ADlast%C3%A6%C3%B0ah%C3%BAs.pdf,Örugg hjólastæði í bílastæðahús,Verkefnið felur í sér að setja upp örugg hjólastæði í bílastæðahús Reykjavíkurborgar.,Secure bike parking in the parking garages,The project entails installing secure bicycle parking in Reykjavik´s parking garages.,Bezpieczny parking dla rowerów w garażu,Projekt obejmuje utworzenie bezpiecznego parkingu dla rowerów w garażu miejskim Reykjaviku.
,,,,,,,,,,,
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1748.jpg,12000000,"64.1416536314375 , -21.9160116702472",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1748-%20Hj%C3%B3lageymsla%20vi%C3%B0%20Nj%C3%A1lsg%C3%B6tur%C3%B3l%C3%B3.pdf,Hjólageymsla við Njálsgöturóló,Verkefnið felur í sér að setja upp hjólageymslu við Njálsgöturóló,Bike shelter by the playground on Njálsgata,The project entails installing a bike shelter by the playground on Njálsgata,Parking dla rowerów przy Njálsgöturóló,Projekt obejmuje utworzenie parkingu dla rowerów przy placu zabaw przy ulicy Njálsgata.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1751.jpg,20000000,"64.1417831459591 , -21.9177133530451",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1751-%20Vistlegri%20Skarph%C3%A9%C3%B0insgata.pdf,Vistlegri Skarphéðinsgata,"Verkefnið felur í sér að gera Skarphéðinsgötu vistlegri með nýju yfirborði, plöntum og gróðurkerjum.",Beautify Skarpheðinsgata,"The project entails making Skarphéðinsgata nicer with a new surface, plants and planters.",Ekologiczna Skarphéðinsgata,"Projekt obejmuje uczynienie Skarphéðinsgaty bardziej zieloną dzięki nowej nawierzchni, roślinnością i doniczkom."
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1831.jpg,29000000,"64.13654646767951,-21.914509995578744",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1831-B%C3%A6ta%20leikv%C3%A6%C3%B0i%C3%B0%20%C3%A1%20Klambrat%C3%BAni.pdf,Bæta leiksvæði á Klambratúni,Verkefnið felur í sér að bæta leiksvæðið við Klambratún.,Improve the playground at Klambratún,The project entails improving the playground at Klambratún.,Poprawienie placu zabaw przy Klambratún,Projekt obejmuje poprawienie placu zabaw przy Klambratún.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1832.jpg,29000000,"64.13633117682907,-21.91077993701782",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1832-%20Padelv%C3%B6ll%20%C3%A1%20Klambrat%C3%BAni.pdf,Padelvöll á Klambratúni,Verkefnið felur í sér að setja upp padelvöll á malarsvæðinu austanmegin á Klambratúni,Padel court at Klambratún,The project entails setting up a Padel court on the gravel area on the east side of Klambratún,Kort do padla na Klambratún,Projekt obejmuje utworzenie kortu do padla na żwirowym terenie po wschodniej stronie Klambratún.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1836.jpg,29000000,"64.13610886200506,-21.91125039758938",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1836-Hj%C3%B3labrettagar%C3%B0%20%C3%A1%20Klambrat%C3%BAn.pdf,Hjólabrettagarð á Klambratún,Verkefnið felur í sér að setja upp rampa fyrir hjólabretti og hjól.,Skateboard park at Klambratún,The project entails installing ramps for skateboards and bikes.,Skate park na Klambratún,Projekt obejmuje utworzenie ramp dla deskorolek i rowerów.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1838.jpg,4000000,"64.1368300705833 , -21.8949924787262",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1838-Gr%C3%B3%C3%B0ursetja%20me%C3%B0fram%20umfer%C3%B0arg%C3%B6tum.pdf,Gróðursetja við umferðargötur,Verkefnið felur í sér að gróðursetja tré og plöntur á umferðareyjum og meðfram umferðargötum í hverfinu.,Trees and plants along the roads,The project entails planting trees and plants on traffic islands and along roads in the neighborhood.,Roślinność przy drogach komunikacyjnych,Projekt obejmuje zasadzenie drzew i roślin na wyspach komunikacyjnych i wzdłuż arterii komunikacyjnych w okolicy.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1845.jpeg,29000000,"64.13738340407873,-21.911045841308585",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1845-Almenningssaleri%20%C3%A1%20Klambrat%C3%BAn.pdf,Almenningssalerni á Klambratún,Verkefnið felur í sér að setja upp almenningssalerni á Klambratúni.,Public bathroom at Klambratún,The project entails building public bathrooms at Klambratún.,Toalety publiczne na Klambratún,Projekt obejmuje montaż toalet publicznych na Klambratún.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1848.jpg,10000000,"64.13677023968894,-21.914663775671404",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1848-%C3%86rslabelgur%20%C3%A1%20Klambrat%C3%BAn.pdf,Ærslabelgur á Klambratún,Verkefnið felur í sér að setja upp lítinn ærslabelg við leiksvæðið.,Jumping pillow on Klambratún,The project entails putting in a small jumping pillow near the playground.,Poducha dmuchana na Klambratún,Projekt obejmuje instalację małej poduchy dmuchanej przy placu zabaw.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1849.jpg,4000000,"64.1315607140778 , -21.9132539052083",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1849-Fegra%20hringtorgi%C3%B0%20vi%C3%B0%20Hl%C3%AD%C3%B0ask%C3%B3la.pdf,Fegra hringtorgið við Hlíðaskóla,"Verkefnið felur í sér að fegra hringtorgið við Hlíðaskóla, með gróðri og nýju undirlagi.",Beautify the roundabout at Hlíðaskóli,"The project entails beautifying the roundabout at Hlíðaskóli, with plants and a new surface.",Upiększenie ronda przy Hlíðskóli,Projekt obejmuje upiększenie ronda przy Hlíðskóli poprzez zasadzenie zieleni i położenia nowej nawierzchni.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1850.jpg,5000000,"64.135392348016, -21.91095916660261",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1850-%20Snyrtilegri%20undirg%C3%B6ng.pdf,Snyrtilegri undirgöng,Verkefnið felur í sér að bæta ásýnd undirganganna með nýjum yfirborðsfrágangi.,Neater underpass,The project entails improving the appearance of the underpass by repaving it.,Poprawa wyglądu przejść podziemnych,Projekt obejmuje poprawę wyglądu przejść podziemnych poprzez nowe wykończenie nawierzchni.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1854.jpg,25000000,"64.13407520278393,-21.899428828466796",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1854-Hundager%C3%B0i%20%C3%AD%20Hl%C3%AD%C3%B0unum.pdf,Hundagerði í Hlíðunum,Verkefnið felur í sér að setja upp hundagerði innan Hlíðahverfisins.,Dog park in Hlíðahverfi.,The project entails putting in an enclosed dog park in Hlíðahverfi. ,Teren dla psów w Hlíðar,Projekt obejmuje utworzenie terenu dla psów w Hlíðar.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1857.jpg,8000000,"64.1365561396474 , -21.8992459079748",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1857-K%C3%B6rfuboltav%C3%B6llur%20vi%C3%B0%20H%C3%A1teigssk%C3%B3la.pdf,Körfuboltavöllur við Háteigsskóla,Verkefnið felur í sér að setja SportCourt undirlag á körfuboltavelli skólans.,Basketball court at Háteigskóli,The project entails installing a SportCourt surface on the school's basketball court.,Boisko do koszykówki przy szkole Háteigsskóli,Projekt obejmuje montaż nawierzchni SportCourt na szkolnym boisku do koszykówki.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1861.jpg,12000000,"64.136598315015 , -21.9139688651074",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1861-%20Yfirbyggt%20grill%20%C3%A1%20Klambrat%C3%BAni.pdf,Yfirbyggt grill á Klambratúni ,Verkefnið felur í sér að bæta grillaðstöðuna á Klambratúni með yfirbyggingu sem ver gegn rigningu.,Covered grill at Klambratún,The project entails improving the grill area at Klambratún with a structure that protects against rain.,Zadaszony grill na Klambratún ,Projekt obejmuje polepszenie miejsca do grillowania na Klambratún za pomocą wiaty chroniącej przed deszczem.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1869.jpg,15000000,"64.126228369746 , -21.9066834566207",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1869-B%C3%A6ta%20leikv%C3%A6%C3%B0i%C3%B0%20vi%C3%B0%20Beykihl%C3%AD%C3%B0.pdf,Bæta leiksvæðið við Beykihlíð,"Verkefnið felur í sér að bæta núverandi leiksvæði, leggja nýtt leikvallarundirlag og leiktæki.",Improve the playground at Beykihlíð,"The project entails improving the existing playground, laying a new playground surface and playground equipment.",Renowacja placu zabaw przy Beykihlíð,"Projekt obejmuje renowację istniejącego placu zabaw, nową nawierzchnię oraz nowe wyposażenie placu zabaw."
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1872.jpg,15000000,"64.1380824831444 , -21.9019398093223",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1872-Betrumb%C3%A6ta%20Vatnsh%C3%B3linn.pdf,Betrumbæta Vatnshólinn,Verkefnið felur í sér að setja rennibraut í brekkuna og bæta ásýnd svæðisins,Improve Vatnshólinn,The project entails putting a slide on the slope and improving the appearance of the area.,Polepszenie Vatnshóll,Projekt obejmuje ustawienie zjeżdżalni na skarpie oraz poprawę wyglądu terenu.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1875.jpg,10000000,"64.13953791223517,-21.911544799804666",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1875-%20Matjurtagar%C3%B0ur%20%C3%AD%20Hl%C3%AD%C3%B0unum.pdf,Matjurtagarður í Hlíðunum,Verkefnið felur í sér að setja upp matjurtargarð í hverfinu svo íbúar geti ræktað grænmeti.,Vegetable garden in Hlíðahverfi,The project entails putting in a vegetable garden in the neighborhood so residents can grow vegetables.,Ogród warzywny na Hlíðach,"Projekt obejmuje utworzenie w okolicy ogródka, gdzie mieszkańcy będą mogli uprawiać warzywa."
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1881.jpg,29000000,"64.13631585531165,-21.91218681109384",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1881-%20Mini-golf%20%C3%A1%20Klambrat%C3%BAni.pdf,Mini-golf á Klambratúni,Verkefnið felur í sér að setja upp mini-golf velli á Klambratúni.,Mini-golf on Klambratún,The project entails making a mini-golf course in Klambratún.,Mini golf na Klambratún,Projekt obejmuje utworzenie pola do mini golfa na Klambratún.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1893.jpg,7000000,"64.1360466264016 , -21.9107723236083",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1893-L%C3%BDsing%20%C3%A1%20f%C3%B3tboltav%C3%B6llinn%20%C3%A1%20Klambrat%C3%BAni.pdf,Lýsing á fótboltavöllinn á Klambratúni,Verkefnið felur í sér að setja upp stýrða lýsingu við fótboltavöllinn.,Lights on the football field on Klambratún,The project entails installing automatic lights on the football field.,Oświetlenie boiska do piłki nożnej na Klambratún,Projekt obejmuje instalację kontrolowanego oświetlenia na boisku piłkarskim.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1896.jpg,10000000,"64.1316486105987 , -21.9040287475367",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1896-Fleiri%20vatnsp%C3%B3sta.pdf,Fleiri vatnspósta,Verkefnið felur í sér að setja upp fleiri vatnspósta í hverfinu. ,More drinking fountains,The project entails installing more drinking fountains in the neighborhood.,Więcej punktów do picia wody,Projekt obejmuje zainstalowanie więcej punktów do picia wody. 
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/Hm4-1917.jpg,12000000,"64.1370996743819 , -21.8991208076477",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1917-Hj%C3%B3lask%C3%BDli%20vi%C3%B0%20H%C3%A1teigssk%C3%B3la.pdf,Hjólaskýli við Háteigsskóla,Verkefnið felur í sér að setja upp hjólaskýli við Háteigsskóla.,Bike shelter at Háteigsskóli,The project entails installing a bike shelter at Háteigsskóli.,Wiata na rowery przy Háteigsskóli,Projekt obejmuje montaż wiaty na rowery przy szkole Háteigsskóli.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1919.jpg,12000000,"64.1361308717092,-21.91100835800167",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1919-K%C3%B6rfuboltav%C3%B6llur%20%C3%A1%20Klambrat%C3%BAni.pdf,Körfuboltavöllur á Klambratúni,Verkefnið felur í sér að setja nýtt undirlag á körfuboltavellina á Klambratúni.,Basketball court in Klambratún,The project entails installing Sport Court flooring on the basketball courts.,Boisko do piłki koszykowej na Klambratún,"Projekt obejmuje montaż nawierzchni SportCourt na boisku do koszykówki, wg planu."
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1937.jpg,2000000,"64.1323629631122 , -21.9048601855526",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1937-%20Ungbarnar%C3%B3lur%20%C3%AD%20Hl%C3%AD%C3%B0unum.pdf,Ungbarnarólur í Hlíðunum,Verkefnið felur í sér að setja upp ungbarnarólur á leiksvæði.,Infant swing in Hlíðahverfi,The project entails adding infant swings to the playgrounds in the neighborhood.,Huśtawki dla najmłodszych w Hlíðar,Projekt obejmuje montaż huśtawek dla najmłodszych na Klambratún.
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1960.jpg,15000000,"64.1397073119283 , -21.9114976500008",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1960-B%C3%A6ta%20leikv%C3%A6%C3%B0i%C3%B0%20vi%C3%B0%20Me%C3%B0alholt.pdf,Bæta leiksvæðið við Meðalholt,"Verkefnið felur í sér að bæta núverandi leiksvæði, leggja nýtt leikvallarundirlag og leiktæki.",Improving the playground at Meðalholt,"The project entails improving the existing playground, laying a new playground surface and playground equipment.",Renowacja placu zabaw przy Meðalholt,"Projekt obejmuje renowację istniejącego placu zabaw, nową nawierzchnię oraz nowe wyposażenie placu zabaw."
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1991.jpg,10000000,"64.1284696 , -21.9041989",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1991-%20Leiksv%C3%A6%C3%B0i%20vi%C3%B0%20Stigahl%C3%AD%C3%B0.pdf,Leiksvæði við Stigahlíð,"Verkefnið felur í sér að bæta leiksvæðið, setja upp nestisbekk og ný leiktæki.",Playground on Stigahlíð,"The project entails improving the playground, installing a picnic table and adding new playground equipment.",Plac zabaw przy Stigahlíð,"Projekt obejmuje renowację placu zabaw, postawienie stolików piknikowych oraz nowego wyposażenia placu zabaw."
Hlíðar,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Hlidar/HM4-1997.jpg,12000000,"64.1346565419363 , -21.8992173671722",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Hlidar/HM4-1997-Vagna-%20og%20kerrusk%C3%BAr%20vi%C3%B0%20Stakkaborg.pdf,Kerruskýli við Stakkaborg,Verkefnið felur í sér að setja upp skýli þar sem hægt er að geyma barnavagna og kerrur meðan á dagvistun stendur.,Shelter for strollers at Stakkaborg,The project entails installing a shelter where prams and strollers can be stored while children are in daycare.,Wiata na wózki przy Stakkaborg,"Projekt obejmuje wykonanie wiaty, do przechowywania wózków dziecięcych i spacerówek gdy dzieci są w przedszkolu."
,,,,,,,,,,,
Laugardalur,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Laugardalur/HM4-1268.jpg,32000000,"64.12963945174965,-21.845467153442375",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Laugardalur/HM4-1268-Alex%C3%B6ndrur%C3%B3l%C3%B3.pdf,Alexöndruróló ,Verkefnið felur í sér að setja upp leikvöll við Háubakka við nýju Vogabyggðina í Laugardal.,Alexöndru playground,The project entails setting up a playground at Háubakki near the new Vogabyggð in Laugardalur.,Plac zabaw Aleksandry ,Projekt obejmuje utworzenie placu zabaw przy Háubakki przy nowym Vogabyggðin w Laugardalur.
Laugardalur,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Laugardalur/HM4-1270.jpg,40000000,"64.14156610381251,-21.881254080416905",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Laugardalur/HM4-1270-Pumptrack%20%C3%AD%20Laugardalnum.pdf,Pump track í Laugardalnum ,Verkefnið felur í sér að setja upp pump track við brettavöllinn í Laugardalnum.,Pump track in Laugardalur,The project entails installing a pump track by the skateboard ramps in Laugardalur.,Pumptrack w Laugardalur ,Projekt obejmuje instalację pumptracku w skateparku w Laugardalur.
Laugardalur,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Laugardalur/HM4-1271.jpg,10000000,"64.1402506372862 , -21.871301122191",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Laugardalur/HM4-1271-J%C3%B3laland%20%C3%AD%20Laugardalnum.pdf,Jólaland í Laugardalnum,Verkefnið felur í sér að bæta við jólalandið í fjölskyldu– og húsdýragarðinum yfir hátíðarnar.,Christmas event in Laugardalur,The project entails adding to the christmas event in the Reykjavik Family Park and Zoo during the holidays.,Kraina Bożego Narodzenia w Laugardalur,Projekt obejmuje utworzenie Krainy Bożego Narodzenia w jego trakcie w Fjölskyldu– og húsdýragarðin
Laugardalur,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Laugardalur/HM4-1276.jpg,3000000,"64.1488489454416 , -21.8808138778698",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Laugardalur/HM4-1276-%C3%9Atigrill%20%C3%A1%20Apar%C3%B3l%C3%B3.pdf,Útigrill á Aparóló,Verkefnið felur í sér að setja upp útigrill á Aparóló.,Outdoor grill by Aparóló playground,The project entails building an outdoor grilling area near the Aparóló playground.,Grill na powietrzu na Aparóló,Projekt obejmuje utworzenie miejsca do grillowania na Aparóló.
Laugardalur,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Laugardalur/HM4-1278.jpg,10000000,"64.14072867775907, -21.861633935467843",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Laugardalur/HM4-1278-Gera%20upp%20Sunnutorg.pdf,Gera upp Sunnutorg,Verkefnið felur í sér að setja upp fjölskylduvænan áningarstað á Sunnutorgi.,Renovate Sunnutorg,The project entails making a family-friendly rest area on Sunnutorg.,Zagospodarowanie Sunnutorg,Projekt obejmuje utworzenie na Sunnutorgi rodzinnego miejsca rekreacyjnego.
Laugardalur,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Laugardalur/HM4-1279.jpg,40000000,"64.13885669352388,-21.86688936187133",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Laugardalur/HM4-1279-V%C3%B6lundarh%C3%BAs.pdf,Völundarhús,"Verkefnið felur í sér að setja upp völundarhús úr plöntum, torfhleðslu og hellum í Laugardalnum.",Maze,"The project entails putting in a maze made out of plants, turf and paving stones in Laugardalur.",Labirynt,"Projekt obejmuje utworzenie labiryntu z roślin, darni i jaskiń w Laugardalur."
